source_r1_family_id,boundary_family_id,sar_frame,source_response_unit_id,target_response_unit_id,bbox_iou,center_distance_px,core_overlap_ratio,core_subset_relation,accepted_graph_link_present,pair_relation,boundary_pair_valid,invalid_reason,old_r1_same_family,new_same_boundary_family
R21R1F00001;R21R1F00005,,27,R21B00005,R21B00006,0.004684,87.464278,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00006;R21R1F00007,,28,R21B00007,R21B00008,0,51.78803,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00006;R21R1F00008,,28,R21B00007,R21B00009,0.048077,30.88689,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00006;R21R1F00009,,28,R21B00007,R21B00010,0,103.445638,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00006,R21R11BF00006,28,R21B00007,R21B00011,0.705882,15,1,a_subset_b,true,shared_actual_core_boundary_variant,true,,true,true
R21R1F00007;R21R1F00008,,28,R21B00008,R21B00009,0,81.608823,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00007;R21R1F00009,,28,R21B00008,R21B00010,0,135,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00006;R21R1F00007,,28,R21B00008,R21B00011,0.10181,37.107951,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00008;R21R1F00009,,28,R21B00009,R21B00010,0,84.053554,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00006;R21R1F00008,,28,R21B00009,R21B00011,0.033937,44.598206,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00006;R21R1F00009,,28,R21B00010,R21B00011,0,108.747414,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00010;R21R1F00011,,29,R21B00012,R21B00013,0,60.671245,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00010;R21R1F00012,,29,R21B00012,R21B00014,0.043636,28.301943,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00010,R21R11BF00010,29,R21B00012,R21B00015,0.578947,24,1,a_subset_b,true,shared_actual_core_boundary_variant,true,,true,true
R21R1F00011;R21R1F00012,,29,R21B00013,R21B00014,0,87.361319,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00010;R21R1F00011,,29,R21B00013,R21B00015,0.147368,37.107951,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00010;R21R1F00012,,29,R21B00014,R21B00015,0.025263,50.289164,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00013;R21R1F00014,,30,R21B00016,R21B00017,0,61.092144,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00013;R21R1F00015,,30,R21B00016,R21B00018,0.054184,27.060118,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00013;R21R1F00016,,30,R21B00016,R21B00019,0,78.5,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00013;R21R1F00017,,30,R21B00016,R21B00020,0,95.844927,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00013,R21R11BF00013,30,R21B00016,R21B00021,0.578947,24,1,a_subset_b,true,shared_actual_core_boundary_variant,true,,true,true
R21R1F00013,R21R11BF00013,30,R21B00016,R21B00022,0.611111,21,1,a_subset_b,true,shared_actual_core_boundary_variant,true,,true,true
R21R1F00013;R21R1F00014,,30,R21B00016,R21B00023,0,60.101997,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00014;R21R1F00015,,30,R21B00017,R21B00018,0,87.361319,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00014;R21R1F00016,,30,R21B00017,R21B00019,0,54.332311,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00014;R21R1F00017,,30,R21B00017,R21B00020,0,81.221918,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00013;R21R1F00014,,30,R21B00017,R21B00021,0.161032,37.792195,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00013;R21R1F00014,,30,R21B00017,R21B00022,0.142241,40.660177,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00014,R21R11BF00014,30,R21B00017,R21B00023,0.6875,15,1,a_subset_b,true,shared_actual_core_boundary_variant,true,,true,true
R21R1F00015;R21R1F00016,,30,R21B00018,R21B00019,0,94.86833,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00015;R21R1F00017,,30,R21B00018,R21B00020,0,106.531685,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00013;R21R1F00015,,30,R21B00018,R21B00021,0.03137,49.600907,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00013;R21R1F00015,,30,R21B00018,R21B00022,0.033113,46.703854,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00014;R21R1F00015,,30,R21B00018,R21B00023,0,84.480767,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00016;R21R1F00017,,30,R21B00019,R21B00020,0,27,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00013;R21R1F00016,,30,R21B00019,R21B00021,0.018822,59.751569,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00013;R21R1F00016,,30,R21B00019,R21B00022,0.019868,61.897092,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00014;R21R1F00016,,30,R21B00019,R21B00023,0.080357,39.458839,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00013;R21R1F00017,,30,R21B00020,R21B00021,0.012548,81.204988,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00013;R21R1F00017,,30,R21B00020,R21B00022,0.013245,82.796437,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00014;R21R1F00017,,30,R21B00020,R21B00023,0,66.272166,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00013,R21R11BF00013,30,R21B00021,R21B00022,0.947368,3,0.5,overlap,true,high_overlap_shared_core_boundary_variant,true,,true,true
R21R1F00013;R21R1F00014,,30,R21B00021,R21B00023,0.234228,36.169739,0.5,overlap,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00013;R21R1F00014,,30,R21B00022,R21B00023,0.204691,39.156736,0.5,overlap,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00018,,31,R21B00024,R21B00025,0.016731,53.303377,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,true,false
R21R1F00018;R21R1F00019,,31,R21B00024,R21B00026,0.018822,78.652718,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00018;R21R1F00020,,31,R21B00024,R21B00027,0.018822,55.697846,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00018,R21R11BF00018,31,R21B00024,R21B00028,1,0,1,a_subset_b,true,exact_duplicate_boundary_variant,true,,true,true
R21R1F00018,R21R11BF00018,31,R21B00024,R21B00029,1,0,1,a_subset_b,true,exact_duplicate_boundary_variant,true,,true,true
R21R1F00018,R21R11BF00018,31,R21B00024,R21B00030,1,0,1,a_subset_b,true,exact_duplicate_boundary_variant,true,,true,true
R21R1F00018,,31,R21B00024,R21B00031,0.451725,39.61376,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,true,false
R21R1F00018;R21R1F00019,,31,R21B00025,R21B00026,0,106.066017,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00018;R21R1F00020,,31,R21B00025,R21B00027,0,91.093359,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00018,,31,R21B00025,R21B00028,0.016731,53.303377,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,true,false
R21R1F00018,,31,R21B00025,R21B00029,0.016731,53.303377,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,true,false
R21R1F00018,,31,R21B00025,R21B00030,0.016731,53.303377,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,true,false
R21R1F00018,R21R11BF00019,31,R21B00025,R21B00031,0.037037,53.665631,1,a_subset_b,false,shared_actual_core_boundary_variant,true,,true,true
R21R1F00019;R21R1F00020,,31,R21B00026,R21B00027,0,24.738634,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00018;R21R1F00019,,31,R21B00026,R21B00028,0.018822,78.652718,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00018;R21R1F00019,,31,R21B00026,R21B00029,0.018822,78.652718,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00018;R21R1F00019,,31,R21B00026,R21B00030,0.018822,78.652718,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00018;R21R1F00019,,31,R21B00026,R21B00031,0.041667,52.478567,1,a_subset_b,false,shared_actual_core_boundary_variant,false,,false,false
R21R1F00018;R21R1F00020,,31,R21B00027,R21B00028,0.018822,55.697846,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00018;R21R1F00020,,31,R21B00027,R21B00029,0.018822,55.697846,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00018;R21R1F00020,,31,R21B00027,R21B00030,0.018822,55.697846,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00018;R21R1F00020,,31,R21B00027,R21B00031,0.041667,39.115214,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00018,R21R11BF00018,31,R21B00028,R21B00029,1,0,0.5,overlap,true,exact_duplicate_boundary_variant,true,,true,true
R21R1F00018,R21R11BF00018,31,R21B00028,R21B00030,1,0,0.5,overlap,true,exact_duplicate_boundary_variant,true,,true,true
R21R1F00018,,31,R21B00028,R21B00031,0.451725,39.61376,0.5,overlap,true,shared_actual_core_boundary_variant,false,,true,false
R21R1F00018,R21R11BF00018,31,R21B00029,R21B00030,1,0,0.5,overlap,true,exact_duplicate_boundary_variant,true,,true,true
R21R1F00018,,31,R21B00029,R21B00031,0.451725,39.61376,0.5,overlap,true,shared_actual_core_boundary_variant,false,,true,false
R21R1F00018,,31,R21B00030,R21B00031,0.451725,39.61376,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,true,false
R21R1F00021;R21R1F00022,,32,R21B00032,R21B00033,0,65.520989,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00021;R21R1F00023,,32,R21B00032,R21B00034,0.013841,68.014704,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00021;R21R1F00024,,32,R21B00032,R21B00035,0,102.044108,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00021;R21R1F00025,,32,R21B00032,R21B00036,0,75.179785,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00021;R21R1F00026,,32,R21B00032,R21B00037,0,89.498603,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00021,R21R11BF00022,32,R21B00032,R21B00038,0.75,15,1,a_subset_b,true,high_overlap_shared_core_boundary_variant,true,,true,true
R21R1F00021,R21R11BF00022,32,R21B00032,R21B00039,0.882353,6,1,a_subset_b,true,high_overlap_shared_core_boundary_variant,true,,true,true
R21R1F00022;R21R1F00023,,32,R21B00033,R21B00034,0,37.589892,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00022;R21R1F00024,,32,R21B00033,R21B00035,0,67.082039,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00022;R21R1F00025,,32,R21B00033,R21B00036,0,54.083269,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00022;R21R1F00026,,32,R21B00033,R21B00037,0,24.186773,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00021;R21R1F00022,,32,R21B00033,R21B00038,0.052632,51.264022,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00021;R21R1F00022,,32,R21B00033,R21B00039,0.014793,59.774577,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00023;R21R1F00024,,32,R21B00034,R21B00035,0,104.656581,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00023;R21R1F00025,,32,R21B00034,R21B00036,0,89.498603,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00023;R21R1F00026,,32,R21B00034,R21B00037,0,51.613952,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00021;R21R1F00023,,32,R21B00034,R21B00038,0.021053,59.169249,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00021;R21R1F00023,,32,R21B00034,R21B00039,0.024768,64.202804,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00024;R21R1F00025,,32,R21B00035,R21B00036,0,27.658633,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00024;R21R1F00026,,32,R21B00035,R21B00037,0,63.285069,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00021;R21R1F00024,,32,R21B00035,R21B00038,0,88.588938,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00021;R21R1F00024,,32,R21B00035,R21B00039,0,96.607453,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00025;R21R1F00026,,32,R21B00036,R21B00037,0,60.74537,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00021;R21R1F00025,,32,R21B00036,R21B00038,0.023684,62.425956,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00021;R21R1F00025,,32,R21B00036,R21B00039,0,69.971423,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00021;R21R1F00026,,32,R21B00037,R21B00038,0,75,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00021;R21R1F00026,,32,R21B00037,R21B00039,0,83.677954,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00021,R21R11BF00022,32,R21B00038,R21B00039,0.85,9,0.5,overlap,true,high_overlap_shared_core_boundary_variant,true,,true,true
R21R1F00027;R21R1F00028,,34,R21B00040,R21B00041,0,101.055678,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00027;R21R1F00029,,34,R21B00040,R21B00042,0,184.665238,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00027;R21R1F00030,,34,R21B00040,R21B00043,0.012752,71.83488,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00027;R21R1F00031,,34,R21B00040,R21B00044,0,66.251415,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00027;R21R1F00032,,34,R21B00040,R21B00045,0,67.884092,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00027;R21R1F00033,,34,R21B00040,R21B00046,0,130.848194,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00027,R21R11BF00028,34,R21B00040,R21B00047,0.541401,36,1,a_subset_b,false,shared_actual_core_boundary_variant,true,,true,true
R21R1F00028;R21R1F00029,,34,R21B00041,R21B00042,0,108.706026,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00028;R21R1F00030,,34,R21B00041,R21B00043,0,106.531685,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00028;R21R1F00031,,34,R21B00041,R21B00044,0,36.124784,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00028;R21R1F00032,,34,R21B00041,R21B00045,0,63.285069,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00028;R21R1F00033,,34,R21B00041,R21B00046,0,84.480767,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00027;R21R1F00028,,34,R21B00041,R21B00047,0.041691,67.529623,1,a_subset_b,false,shared_actual_core_boundary_variant,false,,false,false
R21R1F00029;R21R1F00030,,34,R21B00042,R21B00043,0,142.555252,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00029;R21R1F00031,,34,R21B00042,R21B00044,0,136.952547,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00029;R21R1F00032,,34,R21B00042,R21B00045,0,117.95762,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00029;R21R1F00033,,34,R21B00042,R21B00046,0,61.188234,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00027;R21R1F00029,,34,R21B00042,R21B00047,0,149.670471,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00030;R21R1F00031,,34,R21B00043,R21B00044,0,89.498603,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00030;R21R1F00032,,34,R21B00043,R21B00045,0,43.266615,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00030;R21R1F00033,,34,R21B00043,R21B00046,0,81.498466,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00027;R21R1F00030,,34,R21B00043,R21B00047,0.010423,60.101997,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00031;R21R1F00032,,34,R21B00044,R21B00045,0,51.088159,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00031;R21R1F00033,,34,R21B00044,R21B00046,0,98.407317,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00027;R21R1F00031,,34,R21B00044,R21B00047,0.020845,36.458881,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00032;R21R1F00033,,34,R21B00045,R21B00046,0,63.071388,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00027;R21R1F00032,,34,R21B00045,R21B00047,0.034742,36.5,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00027;R21R1F00033,,34,R21B00046,R21B00047,0.005131,98.697771,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00034;R21R1F00035,,39,R21B00048,R21B00049,0,161.673282,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00034;R21R1F00036,,39,R21B00048,R21B00050,0,57.019733,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00034;R21R1F00037,,39,R21B00048,R21B00051,0,87.116302,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00034;R21R1F00038,,39,R21B00048,R21B00052,0.007491,67.031709,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00034,R21R11BF00035,39,R21B00048,R21B00053,0.777778,12,1,a_subset_b,true,high_overlap_shared_core_boundary_variant,true,,true,true
R21R1F00034,R21R11BF00035,39,R21B00048,R21B00054,0.583333,30,1,a_subset_b,true,shared_actual_core_boundary_variant,true,,true,true
R21R1F00034;R21R1F00036,,39,R21B00048,R21B00055,0,75.014999,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00035;R21R1F00036,,39,R21B00049,R21B00050,0,114.865138,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
