change_id,scene_id,old_thread_id,old_fragment_ids,new_thread_ids,change_type,visual_evidence_frames,visual_evidence_paths,reason,rule_triggered,confidence,auto_applied,needs_user_spotcheck,note
WGV14CHG011,GM_RM017,GM_RM017_WGV13T002;GM_RM017_WGV13T005;GM_RM017_WGV13T007;GM_RM017_WGV13T009,GM_RM017_WGV12TF003;GM_RM017_WGV12TF007;GM_RM017_WGV12TF009;GM_RM017_WGV12TF011;GM_RM017_WGV12TF012,GM_RM017_WGV14T002,thread_merge,149;155;169;173;176;181;200;214,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000149_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000155_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000169_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000173_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000176_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000181_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/frames_yolo/GM_RM017_WGV13T009_GM_RM017_WGV12TF011_000200_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/frames_yolo/GM_RM017_WGV13T009_GM_RM017_WGV12TF012_000214_diagnostic_yolo26l.png,Black sedan appears in interleaved fragments around the white SUV; the 181 to 200 bridge is visually plausible but weak.,A;F;G,medium,yes,yes,Visual working-graph merge only; not final annotation.
WGV14CHG012,GM_RM017,GM_RM017_WGV13T002;GM_RM017_WGV13T005;GM_RM017_WGV13T007;GM_RM017_WGV13T009,GM_RM017_WGV12TF003;GM_RM017_WGV12TF007;GM_RM017_WGV12TF009;GM_RM017_WGV12TF011;GM_RM017_WGV12TF012,GM_RM017_WGV14T002,status_updated,149;155;169;173;176;181;200;214,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000149_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000155_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000169_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000173_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000176_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000181_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/frames_yolo/GM_RM017_WGV13T009_GM_RM017_WGV12TF011_000200_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/frames_yolo/GM_RM017_WGV13T009_GM_RM017_WGV12TF012_000214_diagnostic_yolo26l.png,Set WGV1.4 thread status to weak.,A;F;G,medium,yes,yes,SAR remains blocked.
WGV14CHG013,GM_RM017,GM_RM017_WGV13T004;GM_RM017_WGV13T006;GM_RM017_WGV13T008,GM_RM017_WGV12TF005;GM_RM017_WGV12TF006;GM_RM017_WGV12TF008;GM_RM017_WGV12TF010,GM_RM017_WGV14T003,thread_merge,158;164;168;174;175;182;185,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF005_000158_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF006_000164_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF006_000168_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000174_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000175_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/21_GM_RM017_GM_RM017_WGV13T008_standalone_split/frames_yolo/GM_RM017_WGV13T008_GM_RM017_WGV12TF010_000182_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/21_GM_RM017_GM_RM017_WGV13T008_standalone_split/frames_yolo/GM_RM017_WGV13T008_GM_RM017_WGV12TF010_000185_diagnostic_yolo26l.png,"White SUV fragments are the same vehicle, interleaved with black sedan selections; M005 primary-box issue is resolved as same SUV.",A;F;G,medium_high,yes,yes,Visual working-graph merge only; not final annotation.
WGV14CHG014,GM_RM017,GM_RM017_WGV13T004;GM_RM017_WGV13T006;GM_RM017_WGV13T008,GM_RM017_WGV12TF005;GM_RM017_WGV12TF006;GM_RM017_WGV12TF008;GM_RM017_WGV12TF010,GM_RM017_WGV14T003,status_updated,158;164;168;174;175;182;185,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF005_000158_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF006_000164_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF006_000168_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000174_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000175_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/21_GM_RM017_GM_RM017_WGV13T008_standalone_split/frames_yolo/GM_RM017_WGV13T008_GM_RM017_WGV12TF010_000182_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/21_GM_RM017_GM_RM017_WGV13T008_standalone_split/frames_yolo/GM_RM017_WGV13T008_GM_RM017_WGV12TF010_000185_diagnostic_yolo26l.png,Set WGV1.4 thread status to weak.,A;F;G,medium_high,yes,yes,SAR remains blocked.
WGV14CHG015,GM_RM011,,GM_RM011_WGV12TF001;GM_RM011_WGV12TF002,,same_vehicle_edge_upgraded,4;8,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/01_GM_RM011_GM_RM011_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M001/GM_RM011_WGV12M001_000000_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/01_GM_RM011_GM_RM011_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M001/GM_RM011_WGV12M001_000001_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/01_GM_RM011_GM_RM011_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M001/GM_RM011_WGV12M001_000002_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/01_GM_RM011_GM_RM011_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M001/GM_RM011_WGV12M001_000003_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/01_GM_RM011_GM_RM011_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M001/GM_RM011_WGV12M001_000004_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/01_GM_RM011_GM_RM011_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M001/GM_RM011_WGV12M001_000005_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/01_GM_RM011_GM_RM011_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M001/GM_RM011_WGV12M001_000006_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/01_GM_RM011_GM_RM011_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M001/GM_RM011_WGV12M001_000007_diagnostic_yolo26l.png,M001 side-window gap remains same white car.,A;B,high,yes,no,edge_id=GM_RM011_WGV12M001; final_status=accepted
WGV14CHG016,GM_RM011,,GM_RM011_WGV12TF002;GM_RM011_WGV12TF003,,same_vehicle_edge_upgraded,9;10,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/01_GM_RM011_GM_RM011_WGV13T001_same_vehicle_candidate/frames_yolo/GM_RM011_WGV13T001_GM_RM011_WGV12TF002_000009_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/frames_yolo/GM_RM011_WGV13T002_GM_RM011_WGV12TF003_000010_diagnostic_yolo26l.png,M002 blocked boundary is visually continuous between frames 9 and 10.,B;F,high,yes,no,edge_id=GM_RM011_WGV12M002; final_status=accepted
WGV14CHG017,GM_RM011,,GM_RM011_WGV12TF003;GM_RM011_WGV12TF004,,same_vehicle_edge_upgraded,10;13,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M003/GM_RM011_WGV12M003_000010_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M003/GM_RM011_WGV12M003_000011_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M003/GM_RM011_WGV12M003_000012_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M003/GM_RM011_WGV12M003_000013_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M003/GM_RM011_WGV12M003_000014_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M003/GM_RM011_WGV12M003_000015_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M003/GM_RM011_WGV12M003_000016_diagnostic_yolo26l.png,M003 primary-box issue is duplicate/better-box on same white car.,D;G,high,yes,no,edge_id=GM_RM011_WGV12M003; final_status=accepted
WGV14CHG018,GM_RM011,,GM_RM011_WGV12TF004;GM_RM011_WGV12TF005,,same_vehicle_edge_upgraded,16;18,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000013_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000014_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000015_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000016_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000017_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000018_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000019_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000020_diagnostic_yolo26l.png,M004 continues the same white car from side crop to hood/front crop.,B,high,yes,no,edge_id=GM_RM011_WGV12M004; final_status=accepted
WGV14CHG019,GM_RM011,,GM_RM011_WGV12TF008;GM_RM011_WGV12TF009,,same_vehicle_edge_upgraded,161;164,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/05_GM_RM011_GM_RM011_WGV13T005_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M006/GM_RM011_WGV12M006_000151_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/05_GM_RM011_GM_RM011_WGV13T005_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M006/GM_RM011_WGV12M006_000152_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/05_GM_RM011_GM_RM011_WGV13T005_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M006/GM_RM011_WGV12M006_000153_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/05_GM_RM011_GM_RM011_WGV13T005_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M006/GM_RM011_WGV12M006_000154_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/05_GM_RM011_GM_RM011_WGV13T005_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M006/GM_RM011_WGV12M006_000155_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/05_GM_RM011_GM_RM011_WGV13T005_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M006/GM_RM011_WGV12M006_000156_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/05_GM_RM011_GM_RM011_WGV13T005_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M006/GM_RM011_WGV12M006_000157_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/05_GM_RM011_GM_RM011_WGV13T005_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M006/GM_RM011_WGV12M006_000158_diagnostic_yolo26l.png,M006 is same white car with edge-visible truncation.,B;G,high,yes,no,edge_id=GM_RM011_WGV12M006; final_status=accepted
WGV14CHG020,GM_RM011,,GM_RM011_WGV12TF010;GM_RM011_WGV12TF011,,same_vehicle_edge_upgraded,232;233,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/06_GM_RM011_GM_RM011_WGV13T006_standalone_split/frames_yolo/GM_RM011_WGV13T006_GM_RM011_WGV12TF010_000232_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/07_GM_RM011_GM_RM011_WGV13T007_same_vehicle_candidate/frames_yolo/GM_RM011_WGV13T007_GM_RM011_WGV12TF011_000233_diagnostic_yolo26l.png,"M007 missing edge frames, but thread frames 231-233 show the same white car continuing.",B,high,yes,no,edge_id=GM_RM011_WGV12M007; final_status=accepted
WGV14CHG021,GM_RM011,,GM_RM011_WGV12TF011;GM_RM011_WGV12TF012,,same_vehicle_edge_upgraded,233;236,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/07_GM_RM011_GM_RM011_WGV13T007_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M008/GM_RM011_WGV12M008_000233_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/07_GM_RM011_GM_RM011_WGV13T007_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M008/GM_RM011_WGV12M008_000234_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/07_GM_RM011_GM_RM011_WGV13T007_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M008/GM_RM011_WGV12M008_000235_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/07_GM_RM011_GM_RM011_WGV13T007_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M008/GM_RM011_WGV12M008_000236_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/07_GM_RM011_GM_RM011_WGV13T007_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M008/GM_RM011_WGV12M008_000237_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/07_GM_RM011_GM_RM011_WGV13T007_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M008/GM_RM011_WGV12M008_000238_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/07_GM_RM011_GM_RM011_WGV13T007_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M008/GM_RM011_WGV12M008_000239_diagnostic_yolo26l.png,M008 keeps the same underpass white car through frames 233-239.,B,high,yes,no,edge_id=GM_RM011_WGV12M008; final_status=accepted
WGV14CHG022,GM_RM011,,GM_RM011_WGV12TF012;GM_RM011_WGV12TF013,,same_vehicle_edge_upgraded,239;242,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/07_GM_RM011_GM_RM011_WGV13T007_same_vehicle_candidate/frames_yolo/GM_RM011_WGV13T007_GM_RM011_WGV12TF012_000239_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/08_GM_RM011_GM_RM011_WGV13T008_standalone_split/frames_yolo/GM_RM011_WGV13T008_GM_RM011_WGV12TF013_000242_diagnostic_yolo26l.png,"M009 missing edge frames, but 239 to 242 remains the same white car front.",B,high,yes,no,edge_id=GM_RM011_WGV12M009; final_status=accepted
WGV14CHG023,GM_RM011,,GM_RM011_WGV12TF013;GM_RM011_WGV12TF014,,same_vehicle_edge_upgraded,249;250,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/08_GM_RM011_GM_RM011_WGV13T008_standalone_split/frames_yolo/GM_RM011_WGV13T008_GM_RM011_WGV12TF013_000249_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/09_GM_RM011_GM_RM011_WGV13T009_standalone_split/frames_yolo/GM_RM011_WGV13T009_GM_RM011_WGV12TF014_000250_diagnostic_yolo26l.png,M010 joins frame 249 to 250 as the same white car hood/front-window crop.,B,high,yes,no,edge_id=GM_RM011_WGV12M010; final_status=accepted
WGV14CHG024,GM_RM011,,GM_RM011_WGV12TF014;GM_RM011_WGV12TF015,,same_vehicle_edge_upgraded,250;251,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/09_GM_RM011_GM_RM011_WGV13T009_standalone_split/frames_yolo/GM_RM011_WGV13T009_GM_RM011_WGV12TF014_000250_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/10_GM_RM011_GM_RM011_WGV13T010_standalone_split/frames_yolo/GM_RM011_WGV13T010_GM_RM011_WGV12TF015_000251_diagnostic_yolo26l.png,M011 joins frame 250 to 251 as the same white car side-window crop.,B,high,yes,no,edge_id=GM_RM011_WGV12M011; final_status=accepted
WGV14CHG025,GM_RM011,,GM_RM011_WGV12TF015;GM_RM011_WGV12TF016,,same_vehicle_edge_upgraded,259;260,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/10_GM_RM011_GM_RM011_WGV13T010_standalone_split/frames_yolo/GM_RM011_WGV13T010_GM_RM011_WGV12TF015_000259_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/11_GM_RM011_GM_RM011_WGV13T011_standalone_split/frames_yolo/GM_RM011_WGV13T011_GM_RM011_WGV12TF016_000260_diagnostic_yolo26l.png,M012 joins frames 259 and 260 as the same white car side/rear crop.,B,high,yes,no,edge_id=GM_RM011_WGV12M012; final_status=accepted
WGV14CHG026,GM_RM011,,GM_RM011_WGV12TF016;GM_RM011_WGV12TF017,,same_vehicle_edge_upgraded,264;265,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/11_GM_RM011_GM_RM011_WGV13T011_standalone_split/frames_yolo/GM_RM011_WGV13T011_GM_RM011_WGV12TF016_000264_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/frames_yolo/GM_RM011_WGV13T012_GM_RM011_WGV12TF017_000265_diagnostic_yolo26l.png,M013 joins 264 to 265 as the same white car tail/side crop.,B,high,yes,no,edge_id=GM_RM011_WGV12M013; final_status=accepted
WGV14CHG027,GM_RM011,,GM_RM011_WGV12TF017;GM_RM011_WGV12TF018,,same_vehicle_edge_upgraded,266;269,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M014/GM_RM011_WGV12M014_000265_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M014/GM_RM011_WGV12M014_000266_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M014/GM_RM011_WGV12M014_000267_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M014/GM_RM011_WGV12M014_000268_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M014/GM_RM011_WGV12M014_000269_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M014/GM_RM011_WGV12M014_000270_diagnostic_yolo26l.png,M014 keeps the same white car through rear/side frames 265-270.,B,high,yes,no,edge_id=GM_RM011_WGV12M014; final_status=accepted
