item_id,scene_id,item_type,source_edge_id,from_thread_or_family,to_thread_or_family,from_frame_end,to_frame_start,wgv1_4_edge_kind,wgv1_4_status,stress_verdict,optical_use_decision,sar_consumption_status,sar_ready,final_box_generated,gt_box_generated,revised_annotation_generated,selector_or_ranking_generated,visual_scope_checked,visual_evidence_frames,visual_evidence_paths,stress_test_observation,conservative_action
GM_RM011_WGV12M012,GM_RM011,same_vehicle_or_context_edge,GM_RM011_WGV12M012,GM_RM011_WGV12TF015,GM_RM011_WGV12TF016,259,260,same_vehicle,accepted,stable_same_vehicle,optical_search_hint_only,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",259;260,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/10_GM_RM011_GM_RM011_WGV13T010_standalone_split/frames_yolo/GM_RM011_WGV13T010_GM_RM011_WGV12TF015_000259_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/11_GM_RM011_GM_RM011_WGV13T011_standalone_split/frames_yolo/GM_RM011_WGV13T011_GM_RM011_WGV12TF016_000260_diagnostic_yolo26l.png,"Long-window GM_RM011 underpass edge rechecked; same right-side near-field white car continues, but later competitor keeps the whole long thread conservative.",preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM011_WGV12M013,GM_RM011,same_vehicle_or_context_edge,GM_RM011_WGV12M013,GM_RM011_WGV12TF016,GM_RM011_WGV12TF017,264,265,same_vehicle,accepted,stable_same_vehicle,optical_search_hint_only,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",264;265,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/11_GM_RM011_GM_RM011_WGV13T011_standalone_split/frames_yolo/GM_RM011_WGV13T011_GM_RM011_WGV12TF016_000264_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/frames_yolo/GM_RM011_WGV13T012_GM_RM011_WGV12TF017_000265_diagnostic_yolo26l.png,"Long-window GM_RM011 underpass edge rechecked; same right-side near-field white car continues, but later competitor keeps the whole long thread conservative.",preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM011_WGV12M014,GM_RM011,same_vehicle_or_context_edge,GM_RM011_WGV12M014,GM_RM011_WGV12TF017,GM_RM011_WGV12TF018,266,269,same_vehicle,accepted,stable_same_vehicle,optical_search_hint_only,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",266;269,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M014/GM_RM011_WGV12M014_000265_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M014/GM_RM011_WGV12M014_000266_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M014/GM_RM011_WGV12M014_000267_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M014/GM_RM011_WGV12M014_000268_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M014/GM_RM011_WGV12M014_000269_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M014/GM_RM011_WGV12M014_000270_diagnostic_yolo26l.png,"Long-window GM_RM011 underpass edge rechecked; same right-side near-field white car continues, but later competitor keeps the whole long thread conservative.",preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM011_WGV12M015,GM_RM011,same_vehicle_or_context_edge,GM_RM011_WGV12M015,GM_RM011_WGV12TF018,GM_RM011_WGV12TF019,270,279,same_vehicle,accepted,stable_same_vehicle,optical_search_hint_only,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",270;279,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000269_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000270_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000271_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000272_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000273_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000274_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000275_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000276_diagnostic_yolo26l.png,"Long-window GM_RM011 underpass edge rechecked; same right-side near-field white car continues, but later competitor keeps the whole long thread conservative.",preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM011_WGV12M016,GM_RM011,same_vehicle_or_context_edge,GM_RM011_WGV12M016,GM_RM011_WGV12TF019,GM_RM011_WGV12TF020,288,289,not_same_vehicle_context,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",288;289,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/frames_yolo/GM_RM011_WGV13T012_GM_RM011_WGV12TF019_000288_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/13_GM_RM011_GM_RM011_WGV13T013_standalone_split/frames_yolo/GM_RM011_WGV13T013_GM_RM011_WGV12TF020_000289_diagnostic_yolo26l.png,M016 remains a different-vehicle boundary: right near-field white car at 286-288 versus left white SUV selected at 289-292.,preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM017_WGV12M001,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV12M001,GM_RM017_WGV12TF001,GM_RM017_WGV12TF002,144,145,same_vehicle,weak,weak_but_usable,optical_search_hint_only,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",144;145,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000118_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000119_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000120_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000121_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000122_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000123_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000124_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000125_diagnostic_yolo26l.png,Weak GM_RM017 edge rechecked separately; visual evidence is usable as context/search hint only and is not strong enough for upgrade.,preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM017_WGV12M002,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV12M002,GM_RM017_WGV12TF002,GM_RM017_WGV12TF003,148,149,not_same_vehicle_context,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",148;149,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/frames_yolo/GM_RM017_WGV13T001_GM_RM017_WGV12TF002_000148_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000149_diagnostic_yolo26l.png,Context-only edge rechecked as different-vehicle or same-frame competition; not same-vehicle evidence.,preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM017_WGV12M003,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV12M003,GM_RM017_WGV12TF003,GM_RM017_WGV12TF004,155,156,not_same_vehicle_context,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",155;156,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000155_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/16_GM_RM017_GM_RM017_WGV13T003_standalone_split/frames_yolo/GM_RM017_WGV13T003_GM_RM017_WGV12TF004_000156_diagnostic_yolo26l.png,Context-only edge rechecked as different-vehicle or same-frame competition; not same-vehicle evidence.,preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM017_WGV12M004,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV12M004,GM_RM017_WGV12TF004,GM_RM017_WGV12TF005,157,158,not_same_vehicle_context,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",157;158,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/16_GM_RM017_GM_RM017_WGV13T003_standalone_split/frames_yolo/GM_RM017_WGV13T003_GM_RM017_WGV12TF004_000157_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF005_000158_diagnostic_yolo26l.png,Context-only edge rechecked as different-vehicle or same-frame competition; not same-vehicle evidence.,preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM017_WGV12M005,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV12M005,GM_RM017_WGV12TF005,GM_RM017_WGV12TF006,158,164,same_vehicle,weak,weak_but_usable,optical_search_hint_only,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",158;164,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000158_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000159_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000160_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000161_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000162_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000163_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000164_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000165_diagnostic_yolo26l.png,"Primary-box repair checked on original PNGs: plausible same white SUV, but black sedan and box truck competition keep it weak.",preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM017_WGV12M006,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV12M006,GM_RM017_WGV12TF006,GM_RM017_WGV12TF007,168,169,not_same_vehicle_context,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",168;169,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF006_000168_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000169_diagnostic_yolo26l.png,Context-only edge rechecked as different-vehicle or same-frame competition; not same-vehicle evidence.,preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM017_WGV12M007,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV12M007,GM_RM017_WGV12TF007,GM_RM017_WGV12TF008,173,174,not_same_vehicle_context,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",173;174,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000173_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000174_diagnostic_yolo26l.png,Context-only edge rechecked as different-vehicle or same-frame competition; not same-vehicle evidence.,preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM017_WGV12M008,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV12M008,GM_RM017_WGV12TF008,GM_RM017_WGV12TF009,175,176,not_same_vehicle_context,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",175;176,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000175_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000176_diagnostic_yolo26l.png,Context-only edge rechecked as different-vehicle or same-frame competition; not same-vehicle evidence.,preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM017_WGV12M009,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV12M009,GM_RM017_WGV12TF009,GM_RM017_WGV12TF010,181,182,not_same_vehicle_context,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",181;182,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000181_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/21_GM_RM017_GM_RM017_WGV13T008_standalone_split/frames_yolo/GM_RM017_WGV13T008_GM_RM017_WGV12TF010_000182_diagnostic_yolo26l.png,Context-only edge rechecked as different-vehicle or same-frame competition; not same-vehicle evidence.,preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM017_WGV12M010,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV12M010,GM_RM017_WGV12TF011,GM_RM017_WGV12TF012,213,214,same_vehicle,accepted,stable_same_vehicle,optical_search_hint_only,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",213;214,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000200_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000201_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000202_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000203_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000204_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000205_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000206_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000207_diagnostic_yolo26l.png,Edge rechecked against start/end and merge-neighborhood PNGs; original WGV1.4 decision is preserved.,preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM017_WGV14V001,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV14V001,GM_RM017_WGV12TF002,GM_RM017_WGV12TF004,,,same_vehicle,weak,weak_but_usable,optical_search_hint_only,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",118;145;148;156;157,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/frames_yolo/GM_RM017_WGV13T001_GM_RM017_WGV12TF002_000145_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/frames_yolo/GM_RM017_WGV13T001_GM_RM017_WGV12TF002_000148_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/16_GM_RM017_GM_RM017_WGV13T003_standalone_split/frames_yolo/GM_RM017_WGV13T003_GM_RM017_WGV12TF004_000156_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/16_GM_RM017_GM_RM017_WGV13T003_standalone_split/frames_yolo/GM_RM017_WGV13T003_GM_RM017_WGV12TF004_000157_diagnostic_yolo26l.png,Weak GM_RM017 edge rechecked separately; visual evidence is usable as context/search hint only and is not strong enough for upgrade.,preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM017_WGV14V002,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV14V002,GM_RM017_WGV12TF003,GM_RM017_WGV12TF007,,,same_vehicle,weak,weak_but_usable,optical_search_hint_only,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",149;155;169;173,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000149_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000155_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000169_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000173_diagnostic_yolo26l.png,Weak GM_RM017 edge rechecked separately; visual evidence is usable as context/search hint only and is not strong enough for upgrade.,preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM017_WGV14V003,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV14V003,GM_RM017_WGV12TF007,GM_RM017_WGV12TF009,,,same_vehicle,accepted,stable_same_vehicle,optical_search_hint_only,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",169;173;176;181,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000169_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000173_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000176_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000181_diagnostic_yolo26l.png,Edge rechecked against start/end and merge-neighborhood PNGs; original WGV1.4 decision is preserved.,preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM017_WGV14V004,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV14V004,GM_RM017_WGV12TF009,GM_RM017_WGV12TF011,,,same_vehicle,weak,identity_risk,optical_search_hint_only,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",176;181;200;214,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000176_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000181_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/frames_yolo/GM_RM017_WGV13T009_GM_RM017_WGV12TF011_000200_diagnostic_yolo26l.png,"The 181-200 black-sedan bridge is visually plausible but long and interleaved; treat as identity risk, not an upgrade.",preserve WGV1.4 decision; no SAR-ready artifact generated
