wgv1_3_thread_id,scene_id,edge_id,edge_role,frame_id,phase,source_review_item_id,image_path_yolo_annotated,source_annotated_frame_path,copy_status,wgv1_3_edge_decision,tracking_style_decision,review_question,sar_ready,note
GM_RM011_WGV13T001,GM_RM011,GM_RM011_WGV12M002,split_boundary,,,,,,missing_existing_edge_review_frame,identity_split_boundary_blocked_by_wgv1_2,not_adjudicated,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,edge has no existing WGV1.2 MRQ frame;not rerendered in this pack
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M003,primary_box_selection_issue,10,from_target_family,MRQ002,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M003/GM_RM011_WGV12M003_000010_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ002_GM_RM011_GM_RM011_WGV12M003/frames_yolo_annotated/GM_RM011_000010_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_candidate_with_primary_box_selection_issue,same_object_better_box_primary_selection_issue,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M003,primary_box_selection_issue,11,gap_context,MRQ002,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M003/GM_RM011_WGV12M003_000011_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ002_GM_RM011_GM_RM011_WGV12M003/frames_yolo_annotated/GM_RM011_000011_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_candidate_with_primary_box_selection_issue,same_object_better_box_primary_selection_issue,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M003,primary_box_selection_issue,12,gap_context,MRQ002,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M003/GM_RM011_WGV12M003_000012_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ002_GM_RM011_GM_RM011_WGV12M003/frames_yolo_annotated/GM_RM011_000012_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_candidate_with_primary_box_selection_issue,same_object_better_box_primary_selection_issue,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M003,primary_box_selection_issue,13,to_target_family,MRQ002,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M003/GM_RM011_WGV12M003_000013_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ002_GM_RM011_GM_RM011_WGV12M003/frames_yolo_annotated/GM_RM011_000013_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_candidate_with_primary_box_selection_issue,same_object_better_box_primary_selection_issue,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M003,primary_box_selection_issue,14,to_target_family,MRQ002,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M003/GM_RM011_WGV12M003_000014_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ002_GM_RM011_GM_RM011_WGV12M003/frames_yolo_annotated/GM_RM011_000014_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_candidate_with_primary_box_selection_issue,same_object_better_box_primary_selection_issue,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M003,primary_box_selection_issue,15,to_target_family,MRQ002,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M003/GM_RM011_WGV12M003_000015_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ002_GM_RM011_GM_RM011_WGV12M003/frames_yolo_annotated/GM_RM011_000015_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_candidate_with_primary_box_selection_issue,same_object_better_box_primary_selection_issue,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M003,primary_box_selection_issue,16,to_target_family,MRQ002,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M003/GM_RM011_WGV12M003_000016_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ002_GM_RM011_GM_RM011_WGV12M003/frames_yolo_annotated/GM_RM011_000016_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_candidate_with_primary_box_selection_issue,same_object_better_box_primary_selection_issue,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M004,included_same_vehicle,13,from_target_family,MRQ003,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000013_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ003_GM_RM011_GM_RM011_WGV12M004/frames_yolo_annotated/GM_RM011_000013_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_thread_candidate,diagnostic_same_vehicle_candidate_supported,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M004,included_same_vehicle,14,from_target_family,MRQ003,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000014_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ003_GM_RM011_GM_RM011_WGV12M004/frames_yolo_annotated/GM_RM011_000014_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_thread_candidate,diagnostic_same_vehicle_candidate_supported,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M004,included_same_vehicle,15,from_target_family,MRQ003,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000015_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ003_GM_RM011_GM_RM011_WGV12M004/frames_yolo_annotated/GM_RM011_000015_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_thread_candidate,diagnostic_same_vehicle_candidate_supported,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M004,included_same_vehicle,16,from_target_family,MRQ003,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000016_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ003_GM_RM011_GM_RM011_WGV12M004/frames_yolo_annotated/GM_RM011_000016_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_thread_candidate,diagnostic_same_vehicle_candidate_supported,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M004,included_same_vehicle,17,gap_context,MRQ003,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000017_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ003_GM_RM011_GM_RM011_WGV12M004/frames_yolo_annotated/GM_RM011_000017_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_thread_candidate,diagnostic_same_vehicle_candidate_supported,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M004,included_same_vehicle,18,to_target_family,MRQ003,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000018_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ003_GM_RM011_GM_RM011_WGV12M004/frames_yolo_annotated/GM_RM011_000018_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_thread_candidate,diagnostic_same_vehicle_candidate_supported,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M004,included_same_vehicle,19,to_target_family,MRQ003,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000019_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ003_GM_RM011_GM_RM011_WGV12M004/frames_yolo_annotated/GM_RM011_000019_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_thread_candidate,diagnostic_same_vehicle_candidate_supported,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M004,included_same_vehicle,20,to_target_family,MRQ003,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000020_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ003_GM_RM011_GM_RM011_WGV12M004/frames_yolo_annotated/GM_RM011_000020_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_thread_candidate,diagnostic_same_vehicle_candidate_supported,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M004,included_same_vehicle,21,to_target_family,MRQ003,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000021_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ003_GM_RM011_GM_RM011_WGV12M004/frames_yolo_annotated/GM_RM011_000021_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_thread_candidate,diagnostic_same_vehicle_candidate_supported,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M004,included_same_vehicle,22,to_target_family,MRQ003,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000022_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ003_GM_RM011_GM_RM011_WGV12M004/frames_yolo_annotated/GM_RM011_000022_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_thread_candidate,diagnostic_same_vehicle_candidate_supported,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M004,included_same_vehicle,23,to_target_family,MRQ003,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000023_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ003_GM_RM011_GM_RM011_WGV12M004/frames_yolo_annotated/GM_RM011_000023_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_thread_candidate,diagnostic_same_vehicle_candidate_supported,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M004,included_same_vehicle,24,to_target_family,MRQ003,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000024_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ003_GM_RM011_GM_RM011_WGV12M004/frames_yolo_annotated/GM_RM011_000024_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_thread_candidate,diagnostic_same_vehicle_candidate_supported,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M004,included_same_vehicle,25,to_target_family,MRQ003,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M004/GM_RM011_WGV12M004_000025_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ003_GM_RM011_GM_RM011_WGV12M004/frames_yolo_annotated/GM_RM011_000025_diagnostic_yolo26l.png,copied,identity_safe_same_vehicle_thread_candidate,diagnostic_same_vehicle_candidate_supported,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M002,split_boundary,,,,,,missing_existing_edge_review_frame,identity_split_boundary_blocked_by_wgv1_2,not_adjudicated,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,edge has no existing WGV1.2 MRQ frame;not rerendered in this pack
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M005,split_boundary,18,from_target_family,MRQ004,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M005/GM_RM011_WGV12M005_000018_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ004_GM_RM011_GM_RM011_WGV12M005/frames_yolo_annotated/GM_RM011_000018_diagnostic_yolo26l.png,copied,identity_split_boundary_spatially_distinct_competitor,keep_separate_competing_candidate_better,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
GM_RM011_WGV13T002,GM_RM011,GM_RM011_WGV12M005,split_boundary,19,from_target_family,MRQ004,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/edge_review_frames/GM_RM011_WGV12M005/GM_RM011_WGV12M005_000019_diagnostic_yolo26l.png,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ004_GM_RM011_GM_RM011_WGV12M005/frames_yolo_annotated/GM_RM011_000019_diagnostic_yolo26l.png,copied,identity_split_boundary_spatially_distinct_competitor,keep_separate_competing_candidate_better,Do these two target families preserve one real-vehicle referent after resolving duplicate boxes and distinct competitors?,no / blocked,diagnostic edge review frame;not final box;not GT;not revised annotation
