scene,tracker_name,event_type,tracker_track_id,related_tracker_track_id,optical_frame_num,frame_start,frame_end,event_score_proxy,event_reason,review_required
GM_RM019,bytetrack,track_lost,bt_0080,,141,140,141,1.0,track active in previous frame is not assigned in current frame,True
GM_RM019,bytetrack,track_lost,bt_0094,,144,143,144,1.0,track active in previous frame is not assigned in current frame,True
GM_RM019,bytetrack,track_lost,bt_0098,,163,162,163,1.0,track active in previous frame is not assigned in current frame,True
GM_RM019,bytetrack,track_lost,bt_0111,,170,169,170,1.0,track active in previous frame is not assigned in current frame,True
GM_RM019,bytetrack,track_lost,bt_0098,,183,182,183,1.0,track active in previous frame is not assigned in current frame,True
GM_RM019,bytetrack,track_lost,bt_0124,,262,261,262,1.0,track active in previous frame is not assigned in current frame,True
GM_RM019,bytetrack,track_reactivated,bt_0042,,60,56,60,1.0,tracker id reappeared after a missing optical frame gap,True
GM_RM019,bytetrack,track_reactivated,bt_0042,,66,64,66,1.0,tracker id reappeared after a missing optical frame gap,True
GM_RM019,bytetrack,track_reactivated,bt_0042,,72,66,72,1.0,tracker id reappeared after a missing optical frame gap,True
GM_RM019,bytetrack,track_reactivated,bt_0042,,76,72,76,1.0,tracker id reappeared after a missing optical frame gap,True
GM_RM019,bytetrack,track_reactivated,bt_0042,,80,78,80,1.0,tracker id reappeared after a missing optical frame gap,True
GM_RM019,bytetrack,track_reactivated,bt_0070,,87,84,87,1.0,tracker id reappeared after a missing optical frame gap,True
GM_RM019,bytetrack,track_reactivated,bt_0080,,125,120,125,1.0,tracker id reappeared after a missing optical frame gap,True
GM_RM019,bytetrack,track_reactivated,bt_0098,,172,162,172,1.0,tracker id reappeared after a missing optical frame gap,True
GM_RM019,bytetrack,track_start,bt_0001,,0,0,0,1.0,tracker id first assigned in detection-table replay,False
GM_RM019,bytetrack,track_start,bt_0002,,0,0,0,1.0,tracker id first assigned in detection-table replay,False
GM_RM019,bytetrack,track_end,bt_0002,,2,0,2,1.0,tracker hypothesis reached end of replay audit,False
GM_RM019,bytetrack,track_start,bt_0005,,5,5,5,1.0,tracker id first assigned in detection-table replay,False
GM_RM019,bytetrack,track_end,bt_0001,,11,0,11,1.0,tracker hypothesis reached end of replay audit,False
GM_RM019,bytetrack,track_start,bt_0009,,13,13,13,1.0,tracker id first assigned in detection-table replay,False
GM_RM019,bytetrack,track_end,bt_0009,,14,13,14,1.0,tracker hypothesis reached end of replay audit,False
